id,user_id,lat,lng,site_id,campaign_id,status,surveyed_at,magnetic_north,Car Up,Car Down,Person Up,Person Down,Motorcycle Up,Motorcycle Down,Truck Up,Truck Down,Bicycle Up,Bicycle Down,Video
71,7,19.1065394,72.8535032,25,3,ready,"08:30 PM, 13-08-2019"," -6.883785664429841, -32.46773110647874,4.3573738225229945",7,21,0,0,0,0,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/071/original/video_20190813_2028342885060878426970728.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=20b24045470b5d2a94baecd5740cd4a532e6b7081ddd38c172af1a16f86fd0f9
72,7,18.9268355,72.8264402,27,3,ready,"11:26 AM, 14-08-2019"," -131.40782627219454, -50.1132926007749,0.6830628329832041",65,50,4,11,0,3,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/072/original/video_20190814_1046198839805539859355199.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=2651dcde245d97f53fb476448c77c37b178b484af1d56186be4794761bd994ae
73,7,19.0683365,72.8335112,27,3,ready,"11:28 AM, 14-08-2019"," 101.3757508690261, -51.71338735725545,-5.893051784280682",109,82,10,19,1,1,0,3,1,1,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/073/original/video_20190814_1124525774405735657300693.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=d5146b7ff991934d72d842311f2c457b2ca891641cfe88cc89737b76e01458a4
74,6,18.9791946,72.8121493,26,3,ready,"12:36 PM, 14-08-2019"," -142.38245128716596, -29.586453371149293,-9.422780422335144",14,9,0,0,0,0,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/074/original/video_20190814_1221346738875621774154870.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=af9e05f320ce7ffda62783c6cf599f6af85671d69a99576a918a078a9e8f46cf
75,6,18.9797717,72.8126749,26,3,ready,"05:05 PM, 14-08-2019"," -130.49262190454786, -38.000184334189065,-3.5304831605143363",14,14,1,3,0,0,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/075/original/video_20190814_122311833525085285556316.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=dc41284a949b4811f7932e72adb92295e4cbbe669a012adffffe202b56442e53
78,7,19.0678117,72.83737,27,3,ready,"07:31 AM, 15-08-2019"," 133.0406922763128, -36.12939210542799,1.1678852950006062",26,14,12,4,0,0,0,2,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/078/original/video_20190814_1630471670523376804829232.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=4b63ed462070046b3a2c9f4ce7ebfccabb4fe3e078da56632f8bc80d5ade70b7
80,7,19.0684489,72.8335985,27,3,ready,"07:34 AM, 15-08-2019"," -88.03669194831468, -8.994841750077164,-36.03745434410503",26,5,5,5,0,4,1,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/080/original/video_20190815_073122680149457498440009.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=dac56634a5c607bbcefef74cf882bd259f19daf4024f6028432c909a5e385501
83,8,19.0662953,72.8970504,26,3,ready,"02:19 PM, 19-08-2019",,10,14,0,0,0,0,0,1,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/083/original/video_20190819_141734788744149.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=a02eb9f6d3c8068994450a842f7ed3943b8d63f664b707951921997cd9e3d8d9
84,8,19.0654844,72.8971658,26,3,ready,"12:39 PM, 20-08-2019",,14,10,1,3,0,0,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/084/original/video_20190820_123811788744149.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=efc8785150caed9a6ae5945706661ac2494787ce8219fd296e7e4931e14e8679
85,6,18.9780361,72.8112075,26,3,ready,"02:28 PM, 20-08-2019"," 139.29584782010218, 0.05550974446243368,-78.37435800876698",2,1,0,0,0,0,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/085/original/video_20190815_0727104319393502475967131.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=3f43fe84e22852ac69181954378a9c446cfb26bf26292ef34b87c89ad2c6e284
646,7,19.0700395,72.8338922,27,3,processing,"05:15 PM, 22-08-2019"," 145.35376116103993, -47.870494118869075,-8.673938972302455",0,0,0,0,0,0,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/646/original/video_20190822_1714026598355580311841011.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=ce77607ebccb245c1683ee8a8d46fb97ed36fb8b85b558953c714b4607488b28
645,7,19.0700395,72.8338922,27,3,processing,"05:15 PM, 22-08-2019"," 145.35376116103993, -47.870494118869075,-8.673938972302455",0,0,0,0,0,0,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/645/original/video_20190822_1714026598355580311841011.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=a1ffba55222d50616cdf5d474fd4a04de5d32c9a06c7415a85b4fb3d7e9dd733
648,7,19.1064456,72.8537009,25,3,processing,"03:38 PM, 26-08-2019"," 22.2752242231763, -35.23941504148074,3.4668800120763543",0,0,0,0,0,0,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/648/original/video_20190826_1537293645704029305938266.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=84e3c348ee46b76d86d47a921571c02d4af20acdec97e557a438657fedb89023
681,12,12.9762967,77.6205397,23,1,processing,"06:26 PM, 30-08-2019"," 172.9836112217907, -22.678500789888655,-0.39323891003593403",0,0,0,0,0,0,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/681/original/video_20190830_182426820402149.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=2281d7bd0499ee158e4508bd6568803ea24451e619c1d83efd51699c617d7835
679,12,12.9763178,77.6204845,23,1,processing,"05:33 PM, 30-08-2019"," 74.51674912781381, -10.272024799393373,-41.191211148378585",0,0,0,0,0,0,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/679/original/video_20190830_1731421784879270.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=c654e98d042ad79c348e8f3c6987caee760686cc37208adb89cabe4813869cce
678,12,12.976353,77.6204499,23,1,processing,"04:26 PM, 30-08-2019"," 79.25118354346736, -0.0849914789473735,-30.867045538634983",0,0,0,0,0,0,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/678/original/video_20190830_1624111051745029.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=d10dca78f3bc66e37db313918da09c8658ffce033e0a334518d4f3b55ae5eead
677,12,12.976415,77.6204841,23,1,processing,"03:24 PM, 30-08-2019"," 75.70932747765472, -0.8949327930769139,-49.31036288270488",0,0,0,0,0,0,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/677/original/video_20190830_1523161053267094.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=dd0b68be96181a0fd8e7c7a2d3959815cd40911f4dc056e1535530b1fa18f2f2
676,12,12.9763517,77.6204544,23,1,processing,"02:21 PM, 30-08-2019"," -139.0145669697027, -24.704266595822737,-9.428494729349506",0,0,0,0,0,0,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/676/original/video_20190830_1420152061485210.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=b317359f5ca2ff9831d4c49022e8287f5aae03fb2f10397e9b827eb84605dda4
674,12,12.9763591,77.6204589,23,1,processing,"12:24 PM, 30-08-2019"," 170.83270268988363, -27.30524361289861,-8.460872074917553",0,0,0,0,0,0,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/674/original/video_20190830_1222561706952047.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=3253008ccaf8e9c4a1e0d676a9af88f346829247b2d13074c517aa32feca31a7
673,8,19.0637281,72.8974542,26,3,processing,"01:48 PM, 30-08-2019"," -20.672189070258064, -44.348670997892086,-16.454248436999",0,0,0,0,0,0,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/673/original/video_20190830_1346241527614201.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=693039361c4d56ae42e08c25f32d1a8577ed226a1cc9c7b33a63184e6c0ffc74
672,12,12.9762627,77.620187,23,1,processing,"11:16 AM, 30-08-2019"," -139.92227178964075, -27.23297338129071,-16.12219879049883",0,0,0,0,0,0,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/672/original/video_20190830_1113591034461862.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=94c01e56d7720874cd637dcb3229319aa5b3c75e2a6c0d3d9505be607b695ac7
666,12,12.9764974,77.6203172,23,1,processing,"10:21 AM, 30-08-2019"," -29.408209339474055, -27.095331409136612,-11.153132008929711",0,0,0,0,0,0,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/666/original/video_20190830_1019331569759970.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=a87310687e1564a5c00b85d40328f4f671159209635264871d3b1b825640fe76
647,7,19.1064456,72.8537009,25,3,processing,"03:38 PM, 26-08-2019"," 22.2752242231763, -35.23941504148074,3.4668800120763543",0,0,0,0,0,0,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/647/original/video_20190826_1537293645704029305938266.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=59690fc6a7825bc11a3f504dde1014cabede6b7955f9291d6cfba3cbb30e19c4
460,12,12.9763636,77.6202626,23,1,processing,"06:47 PM, 19-08-2019"," 55.83932704994173, -7.3139458557153665,-47.85991757093931",0,0,0,0,0,0,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/460/original/video_20190819_1845532074218828.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=050c99225848146535eab3fe72d987aaf973783ca2a081b82e05359808fd1220
174,7,19.1066103,72.8533786,25,3,ready,"05:12 PM, 22-08-2019"," -39.396275000539674, -27.4642077280942,3.4794437181677695",75,61,5,8,0,0,0,1,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/174/original/video_20190817_1318544400056697184619909.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=f0e73e3cddf1de4bfd461a6aa290a9a4c85e13e7684548e652238841b886af2b
86,8,19.0654844,72.8971658,26,3,ready,"08:20 PM, 20-08-2019",,14,10,1,3,0,0,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/086/original/video_20190820_123811788744149.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=dc3481789241afd31bdff7b6e804040cf9927a7972c21efafa2f5a8c22c39553
675,12,12.9763517,77.6204544,23,1,processing,"02:21 PM, 30-08-2019"," -139.0145669697027, -24.704266595822737,-9.428494729349506",0,0,0,0,0,0,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/675/original/video_20190830_1420152061485210.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=66b55195c9fbfa01c6b8b6c29a87ae7b8aaa36dedb4872b038b4e353b750f7cb
671,11,12.9509658,77.5914842,11,1,processing,"04:50 PM, 27-08-2019"," 162.37724268610967, -38.28633852456134,-1.0109620189846806",0,0,0,0,0,0,0,0,0,0,https://trafficanalyser.sgp1.digitaloceanspaces.com/surveys/assets/000/000/671/original/video_20190827_1648316015118256108401239.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=Z2EHCX2HHJQQ55MENVPB%2F20190904%2Fsgp1%2Fs3%2Faws4_request&X-Amz-Date=20190904T171303Z&X-Amz-Expires=10800&X-Amz-SignedHeaders=host&X-Amz-Signature=7bfa002e7bf56bb8240ef8141b11058c16a45df84f1e6a69ccb2979bd40a6c09
